"ANO_ELEICAO";"SG_UF";"NM_URNA_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_CARGO";"ST_REELEICAO";"NR_IDADE_DATA_POSSE"
2018;"GO";"GIL DA TV CMN";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"PE";"JOSAFÁ SANTOS";"PSDB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RO";"HIRAN CASTIEL";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"MS";"ILMAR MAMÃO ";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"SP";"FELIPE CANUTO";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"DF";"DR. CHARLES";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";63
2018;"SP";"JEAN BRITO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"BA";"EDI AGUIAR";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"AC";"BACURAL";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MG";"LEO MOREIRA";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"AL";"ALOISIO BARBOSA";"PATRI";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"SC";"AGENTE ELIAS";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"RJ";"MUNIR NETO";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"AC";"MANOEL COÂN";"PP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"RR";"ANA CLEIDE";"PRP";"FEMININO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";42
2018;"SP";"SARGENTO GALESCO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"PA";"FLEXA RIBEIRO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SENADOR";"S";73
2018;"GO";"PROFESSOR JUNIO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"GO";"FABRICIO COSTA";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";41
2018;"MG";"IRENE SACRAMENTO";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"MT";"SONIA MARIA";"PPL";"FEMININO";"LÊ E ESCREVE";"1º SUPLENTE";"N";69
2018;"PA";"MELLYSSA";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";28
2018;"SP";"ISABEL GASPAR";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RJ";"CARLOS GUIDA";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"2º SUPLENTE";"N";54
2018;"SP";"ALESSANDRA BEGALLI";"PP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"CE";"RAILDA DE ARAUJO";"PSTU";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"MG";"OSVALDO LOPES";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RJ";"MUNIR OLIVEIRA ";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"SE";"ALINE SOUZA";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";20
2018;"PI";"MARIA GEDALHA";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";55
2018;"SP";"PELÉ DA CÂNDIDA";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"RR";"ANDRE FABIANO";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"RJ";"CHRISTIANO GENERAL";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"PR";"VITORASSI";"PT";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO FEDERAL";"N";59
2018;"PR";"ALEXANDRE SILVA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"PE";"ZÉ NILTON";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"CE";"DR. MAILSON";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"ES";"CARLA XAVIER";"PRB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"MA";"LUIZ HENRIQUE LULA DA SILVA";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"RR";"JENNIFER KELLY";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RO";"HERMÍNIO COELHO";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"S";53
2018;"GO";"INSPETOR CARLITO";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";63
2018;"SP";"CICERO FLORIANO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"DF";"BEBÉ SANTANA";"PPS";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO DISTRITAL";"N";62
2018;"PE";"FERNANDO FERRO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";67
2018;"PR";"PROF. ANGELA MARIA";"PSD";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"GO";"GERSON ABREU";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"DF";"LUCIANO FRANCO";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";48
2018;"DF";"VALDEMAR FELIX";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";40
2018;"GO";"CIDA PEREIRA";"PROS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";60
2018;"RJ";"RENATO MENEZES";"PPL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"GO";"MILTON MERCÊZ";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"2º SUPLENTE";"N";66
2018;"RJ";"RICARDO SOARES";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";58
2018;"SP";"ALESSANDRA COSTA";"PMN";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";33
2018;"BA";"JURANDY OLIVEIRA";"PRP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";81
2018;"DF";"JARO BRINY";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";47
2018;"SP";"JOFFRE NETO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";58
2018;"RJ";"IZABEL CORREIA";"PPL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"SP";"RODRIGUES BOMBEIRO";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";51
2018;"SC";"MARI HAAS";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"RJ";"WAGNER VICENTE";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"MS";"ELIANE MENEZES";"PODE";"FEMININO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";26
2018;"SP";"VALMIR PRASCIDELLI";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";54
2018;"SP";"GERALDO O ILUMINADO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";60
2018;"GO";"PROFESSORA TETÊ";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"SP";"DOUTORA CRISTINA DO PALANQUE";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"TO";"SARAY ALVES";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"DF";"MAX MACIEL";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";36
2018;"DF";"MILENE DA CEILÂDIA";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";42
2018;"RR";"NATÁLIA REIS";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"CE";"RAMON GOMES MISERIQUEIMA";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"PI";"IDONEIL MESQUITA";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";61
2018;"PB";"PR. MARINHO JUNIOR";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"RJ";"VALDINIZ";"PSD";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"ES";"GENESIO DA CANDEEIRO";"PMB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"RO";"MILTON MOTOTAXI";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"AL";"BOMBEIRO SILVIO ALVES";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RN";"ARAKEN BATISTA";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"PA";"ROSIVALDO MACIEL";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"MG";"JOÃO MARCELO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RJ";"VANESSA FELIPPE";"PMN";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";46
2018;"SE";"BEATRIZ ANDRADE";"PPS";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"MG";"ANGELO BARBEIRO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";63
2018;"BA";"EDMILSON  PASSOS";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"PE";"CLODOALDO SOTERO";"PMN";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"PA";"HÉLIO LEITE";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";61
2018;"PA";"RUBENS DO CAMINHÃO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"BA";"MARCIA SILVA";"PSOL";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"SP";"ISABEL ENFERMEIRA";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"ES";"PROF. MC VALTINHO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";72
2018;"GO";"ALAN PATRICK";"PROS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";31
2018;"RJ";"RODRIGO MAIA";"DEM";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"S";48
2018;"PB";"MANOEL LUDGÉRIO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";51
2018;"RJ";"CLAUDIA ROMBLADI";"PROS";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"ES";"CEARÁ";"PSDB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"BA";"TIA ELAINE";"PODE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"PE";"DÉDINHO";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";70
2018;"AM";"JEFFERSON FONTES";"DC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";40
2018;"MG";"SOLANGE OLIVEIRA";"MDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"PB";"MICHELINE RODRIGUES";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"VICE-GOVERNADOR";"N";43
2018;"MT";"SANDRA PIOVESAN";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"SP";"PASTORA CARLINDA";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"1º SUPLENTE";"N";56
2018;"RJ";"ASPASIA";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SENADOR";"N";75
2018;"RS";"EDEGAR PRETTO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";47
2018;"RJ";"ENEAS PINHEIRO";"PR";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"AP";"CELIO SANTOS";"PMB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"MG";"ROGERIO SCOGNAMILLO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"SP";"GALDI";"DC";"MASCULINO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";63
2018;"RJ";"ALEX OLIVEIRA";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"AM";"TENENTE IZABEL";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"BA";"JANILSON MATOS";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"DF";"ISAIAS";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";41
2018;"SP";"CRIS GODOY";"PSL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";48
2018;"MS";"HERBERT ASSUNÇÃO DE FREITAS";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"1º SUPLENTE";"N";44
2018;"RJ";"ALINE ROSA";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";34
2018;"SP";"ANDERSON BRANCO";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"RJ";"FABIO RODILANDIA";"PROS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";44
2018;"SP";"BEBEL TAVARES";"AVANTE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"MG";"JOAQUIM MIRANDA";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"RJ";"CABO CORREA";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";55
2018;"RO";"LIMA NETO";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"AM";"ISAIAS MARTINS";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";56
2018;"GO";"LÍVIA VIEIRA";"PSL";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"RJ";"JOSE RICARDO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"AP";"PASTOR LUCAS SANTTOS";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";29
2018;"DF";"PATRICIA AMADA ";"NOVO";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO DISTRITAL";"N";35
2018;"CE";"SGT MICHELL MENDONÇA";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"RJ";"RODRIGO LAEBER";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";38
2018;"SP";"JEFINHO DE TATUÍ";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";42
2018;"MG";"GENILSON SILVA";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";47
2018;"MA";"RAFAEL ALMEIDA";"PT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";32
2018;"SP";"AILTON CABRAL";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";51
2018;"RJ";"MARCIA DO SALAO";"PODE";"FEMININO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";45
2018;"SC";"LILIANE SCHULDT";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"SP";"PEDALA ROBINHO";"MDB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO FEDERAL";"N";49
2018;"MG";"GILMAR MACHADO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";57
2018;"SP";"MARIA DO CARMO GUILHERME";"MDB";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";57
2018;"DF";"RAY";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO DISTRITAL";"N";63
2018;"PA";"FABIO FIGUEIRAS";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";37
2018;"AP";"CARLÃO O CARIOCA";"PPS";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"SP";"MARINA CORREIA";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";36
2018;"AP";"GERSON MACIEL";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"SP";"SIVALDO DE JESUS";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"BA";"VIVIANE PAIM";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";37
2018;"RO";"ADRIANO DE SÁ";"PV";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";45
2018;"MG";"RICARDO MONTEIRO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";50
2018;"PI";"FABRICIO AURELIO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";42
2018;"RJ";"ROZANE VARGAS";"PODE";"FEMININO";"LÊ E ESCREVE";"DEPUTADO ESTADUAL";"N";37
2018;"MG";"JONATHAN MARQUES";"PCO";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"AM";"PROF. MAURICIO ABREU";"PPS";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"PE";"MICHELLE SANTOS";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"N";34
2018;"GO";"EDVANDRO BARUC TURISMO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";39
2018;"PB";"FELIPE LEITÃO";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RJ";"MARCIA REJANE";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";53
2018;"PE";"TERESA LEITÃO";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";67
2018;"RN";"MARIA MIRIAM";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"PB";"BARBARA BARROS";"PPS";"FEMININO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"CE";"EZEQUIEL RODRIGUES";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RJ";"PRISCILA LIMA";"PSD";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"RJ";"ANDERSON DA SAÚDE";"PSD";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO FEDERAL";"N";39
2018;"MG";"FERNANDO SAMPAIO ";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";40
2018;"PA";"ZECA PIRÃO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"PA";"EDUARDO TODDE";"PTB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";21
2018;"RS";"KAIANE FAGUNDES";"PMN";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";22
2018;"RJ";"LEIDE";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"VICE-GOVERNADOR";"N";55
2018;"RJ";"VERINHA";"PTC";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";64
2018;"RS";"PROFESSOR ISSUR KOCH";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"GO";"AGNALDO TOLEDO";"PRP";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DEPUTADO ESTADUAL";"N";52
2018;"GO";"CICERO GONZAGA";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"RJ";"ROSE MARÍTIMA";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"RJ";"BRUNO SILVA";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";35
2018;"RJ";"JUNINHO DOS TECLADOS";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"BA";"JOSE ROCHA";"PR";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO FEDERAL";"S";70
2018;"AM";"DR. SAN FELIX";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";61
2018;"CE";"PAULINHO MACEDO";"PMN";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";27
2018;"RS";"MARCIO MULLER";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"SP";"CREUZA VIEIRA";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";59
2018;"RJ";"JOSEANE ROCHA";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";43
2018;"RR";"JORGE LACERDA";"PATRI";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";46
2018;"RN";"TATY RODRIGUES";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";30
2018;"AL";"ROBINHO DAS GROTAS";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DEPUTADO FEDERAL";"N";48
2018;"SE";"WALDIR VIANNA";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RJ";"PASTORA GILENE";"PODE";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";54
2018;"GO";"MATHEUS BENAZI";"PCB";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";21
2018;"SP";"OSWALDO DIAS";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";76
2018;"RJ";"ROMARINHO DE CUSTODÓPOLIS";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"RJ";"RAFAEL PRETINHO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
2018;"PR";"ED CLAUDIO CRUZ - CLAUDINHO";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"BA";"PROFESSOR NILO ROSA";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";66
2018;"MG";"LUCIA HELENA";"PSB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DEPUTADO ESTADUAL";"N";49
2018;"RO";"DARLETE AGUETONI";"PRP";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";43
2018;"RR";"AURELINA MEDEIROS";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"S";67
2018;"SP";"MIRIAM LOPES";"PATRI";"FEMININO";"ENSINO MÉDIO COMPLETO";"DEPUTADO FEDERAL";"N";52
2018;"AM";"ELIANE PEIXOTO";"PT";"FEMININO";"SUPERIOR COMPLETO";"DEPUTADO ESTADUAL";"N";36
2018;"MG";"UMILTON BENFICA";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DEPUTADO ESTADUAL";"N";41
